Point ID,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
0,5.904,583848123,27,5.904,11,0,583848123,-15
1,7.27,583848125,28,7.27,82,1,583848125,1
2,6.824,583848127,29,6.824,15,2,583848127,-13
3,7.284,583848129,29,7.284,66,3,583848129,3
4,7.434,583848132,30,7.434,71,4,583848132,-11
5,7.242,583848134,31,7.242,87,5,583848134,5
6,7.356,583848136,32,7.356,55,6,583848136,-9
7,7.27,583848139,33,7.27,67,7,583848139,7
8,7.294,583848141,34,7.294,52,8,583848141,-7
9,7.302,583848143,34,7.302,60,9,583848143,9
10,7.342,583848146,35,7.342,40,10,583848146,-5
11,7.324,583848148,36,7.324,64,11,583848148,11
12,7.308,583848150,37,7.308,84,12,583848150,-3
13,7.366,583848153,38,7.366,41,13,583848153,13
14,7.28,583848155,39,7.28,61,14,583848155,-1
15,7.406,583848157,39,7.406,30,15,583848157,15
16,5.898,583848178,47,5.898,14,0,583848178,-15
17,7.232,583848180,48,7.232,87,1,583848180,1
18,6.808,583848182,49,6.808,15,2,583848182,-13
19,7.262,583848185,49,7.262,71,3,583848185,3
20,7.398,583848187,50,7.398,58,4,583848187,-11
21,7.216,583848189,51,7.216,84,5,583848189,5
22,7.316,583848192,52,7.316,60,6,583848192,-9
23,7.226,583848194,53,7.226,66,7,583848194,7
24,7.278,583848196,54,7.278,56,8,583848196,-7
25,7.288,583848199,55,7.288,61,9,583848199,9
26,7.322,583848201,55,7.322,60,10,583848201,-5
27,7.282,583848203,56,7.282,65,11,583848203,11
28,7.264,583848205,57,7.264,74,12,583848205,-3
29,7.342,583848208,58,7.342,41,13,583848208,13
30,7.254,583848210,59,7.254,66,14,583848210,-1
31,7.374,583848212,60,7.374,33,15,583848212,15
32,5.9,583848233,67,5.9,11,0,583848233,-15
33,7.21,583848235,68,7.21,84,1,583848235,1
34,6.802,583848238,69,6.802,17,2,583848238,-13
35,7.22,583848240,70,7.22,58,3,583848240,3
36,7.372,583848242,70,7.372,63,4,583848242,-11
37,7.192,583848245,71,7.192,84,5,583848245,5
38,7.292,583848247,72,7.292,62,6,583848247,-9
39,7.19,583848249,73,7.19,64,7,583848249,7
40,7.248,583848252,74,7.248,59,8,583848252,-7
41,7.254,583848254,74,7.254,57,9,583848254,9
42,7.296,583848256,75,7.296,65,10,583848256,-5
43,7.252,583848258,76,7.252,68,11,583848258,11
44,7.236,583848261,77,7.236,71,12,583848261,-3
45,7.304,583848263,78,7.304,51,13,583848263,13
46,7.23,583848265,79,7.23,64,14,583848265,-1
47,7.35,583848268,79,7.35,33,15,583848268,15
48,5.902,583848288,87,5.902,14,0,583848288,-15
49,7.188,583848291,88,7.188,87,1,583848291,1
50,6.792,583848293,89,6.792,15,2,583848293,-13
51,7.172,583848295,90,7.172,63,3,583848295,3
52,7.336,583848298,90,7.336,48,4,583848298,-11
53,7.166,583848300,91,7.166,89,5,583848300,5
54,7.264,583848302,92,7.264,62,6,583848302,-9
55,7.168,583848305,93,7.168,60,7,583848305,7
56,7.224,583848307,94,7.224,66,8,583848307,-7
57,7.224,583848309,95,7.224,64,9,583848309,9
58,7.266,583848311,95,7.266,63,10,583848311,-5
59,7.232,583848314,96,7.232,64,11,583848314,11
60,7.212,583848316,97,7.212,81,12,583848316,-3
61,7.266,583848318,98,7.266,47,13,583848318,13
62,7.184,583848321,99,7.184,60,14,583848321,-1
63,7.332,583848323,100,7.332,37,15,583848323,15
64,5.898,583848344,106,5.898,14,0,583848344,-15
65,7.168,583848346,107,7.168,94,1,583848346,1
66,6.798,583848348,108,6.798,19,2,583848348,-13
67,7.144,583848351,109,7.144,56,3,583848351,3
68,7.288,583848353,109,7.288,61,4,583848353,-11
69,7.11,583848355,110,7.11,82,5,583848355,5
70,7.248,583848358,111,7.248,70,6,583848358,-9
71,7.146,583848360,112,7.146,63,7,583848360,7
72,7.178,583848362,113,7.178,56,8,583848362,-7
73,7.168,583848364,113,7.168,61,9,583848364,9
74,7.232,583848367,114,7.232,60,10,583848367,-5
75,7.214,583848369,115,7.214,65,11,583848369,11
76,7.18,583848371,116,7.18,91,12,583848371,-3
77,7.232,583848374,117,7.232,46,13,583848374,13
78,7.16,583848376,118,7.16,60,14,583848376,-1
79,7.288,583848378,118,7.288,39,15,583848378,15
80,5.898,583848399,126,5.898,14,0,583848399,-15
81,7.134,583848401,127,7.134,99,1,583848401,1
82,6.806,583848404,128,6.806,17,2,583848404,-13
83,7.124,583848406,129,7.124,56,3,583848406,3
84,7.27,583848408,129,7.27,66,4,583848408,-11
85,7.078,583848411,130,7.078,89,5,583848411,5
86,7.208,583848413,131,7.208,67,6,583848413,-9
87,7.118,583848415,132,7.118,66,7,583848415,7
88,7.162,583848417,133,7.162,48,8,583848417,-7
89,7.142,583848420,134,7.142,63,9,583848420,9
90,7.194,583848422,134,7.194,56,10,583848422,-5
91,7.176,583848424,135,7.176,63,11,583848424,11
92,7.166,583848427,136,7.166,84,12,583848427,-3
93,7.212,583848429,137,7.212,46,13,583848429,13
94,7.126,583848431,138,7.126,64,14,583848431,-1
95,7.252,583848434,139,7.252,42,15,583848434,15
96,5.888,583848454,146,5.888,14,0,583848454,-15
97,7.102,583848457,147,7.102,89,1,583848457,1
98,6.8,583848459,148,6.8,17,2,583848459,-13
99,7.102,583848461,149,7.102,60,3,583848461,3
100,7.246,583848464,149,7.246,66,4,583848464,-11
101,7.062,583848466,150,7.062,79,5,583848466,5
102,7.168,583848468,151,7.168,60,6,583848468,-9
103,7.076,583848470,152,7.076,60,7,583848470,7
104,7.126,583848473,153,7.126,52,8,583848473,-7
105,7.12,583848475,153,7.12,61,9,583848475,9
106,7.17,583848477,154,7.17,56,10,583848477,-5
107,7.134,583848480,155,7.134,60,11,583848480,11
108,7.112,583848482,156,7.112,65,12,583848482,-3
109,7.186,583848484,157,7.186,42,13,583848484,13
110,7.104,583848487,158,7.104,58,14,583848487,-1
111,7.242,583848489,158,7.242,36,15,583848489,15
112,5.894,583848510,166,5.894,14,0,583848510,-15
113,7.072,583848512,167,7.072,84,1,583848512,1
114,6.778,583848514,168,6.778,17,2,583848514,-13
115,7.068,583848517,169,7.068,56,3,583848517,3
116,7.214,583848519,169,7.214,66,4,583848519,-11
117,7.058,583848521,170,7.058,73,5,583848521,5
118,7.14,583848523,171,7.14,57,6,583848523,-9
119,7.034,583848526,172,7.034,64,7,583848526,7
120,7.08,583848528,173,7.08,51,8,583848528,-7
121,7.098,583848530,173,7.098,63,9,583848530,9
122,7.138,583848533,174,7.138,40,10,583848533,-5
123,7.114,583848535,175,7.114,57,11,583848535,11
124,7.08,583848537,176,7.08,71,12,583848537,-3
125,7.15,583848540,177,7.15,41,13,583848540,13
126,7.076,583848542,178,7.076,58,14,583848542,-1
127,7.206,583848544,178,7.206,37,15,583848544,15
128,5.892,583848565,186,5.892,14,0,583848565,-15
129,7.042,583848567,187,7.042,84,1,583848567,1
130,6.786,583848570,188,6.786,17,2,583848570,-13
131,7.028,583848572,188,7.028,63,3,583848572,3
132,7.18,583848574,189,7.18,68,4,583848574,-11
133,7.026,583848576,190,7.026,73,5,583848576,5
134,7.124,583848579,191,7.124,57,6,583848579,-9
135,7.018,583848581,192,7.018,66,7,583848581,7
136,7.052,583848583,193,7.052,50,8,583848583,-7
137,7.074,583848586,193,7.074,68,9,583848586,9
138,7.114,583848588,194,7.114,36,10,583848588,-5
139,7.092,583848590,195,7.092,60,11,583848590,11
140,7.06,583848593,196,7.06,68,12,583848593,-3
141,7.126,583848595,197,7.126,47,13,583848595,13
142,7.032,583848597,198,7.032,58,14,583848597,-1
143,7.18,583848599,198,7.18,43,15,583848599,15
144,5.884,583848620,206,5.884,14,0,583848620,-15
145,7.026,583848623,207,7.026,82,1,583848623,1
146,6.79,583848625,208,6.79,17,2,583848625,-13
147,7.006,583848627,208,7.006,60,3,583848627,3
148,7.136,583848629,209,7.136,61,4,583848629,-11
149,6.994,583848632,210,6.994,82,5,583848632,5
150,7.096,583848634,211,7.096,54,6,583848634,-9
151,6.998,583848636,212,6.998,61,7,583848636,7
152,7.026,583848639,213,7.026,49,8,583848639,-7
153,7.032,583848641,214,7.032,67,9,583848641,9
154,7.058,583848643,214,7.058,51,10,583848643,-5
155,7.058,583848646,215,7.058,60,11,583848646,11
156,7.03,583848648,216,7.03,75,12,583848648,-3
157,7.094,583848650,217,7.094,47,13,583848650,13
158,7.012,583848652,218,7.012,54,14,583848652,-1
159,7.152,583848655,219,7.152,42,15,583848655,15
160,5.882,583848676,226,5.882,14,0,583848676,-15
161,6.988,583848678,227,6.988,86,1,583848678,1
162,6.784,583848680,228,6.784,15,2,583848680,-13
163,6.982,583848682,229,6.982,57,3,583848682,3
164,7.116,583848685,229,7.116,68,4,583848685,-11
165,6.958,583848687,230,6.958,89,5,583848687,5
166,7.06,583848689,231,7.06,54,6,583848689,-9
167,6.97,583848692,232,6.97,64,7,583848692,7
168,7.004,583848694,233,7.004,47,8,583848694,-7
169,7.01,583848696,234,7.01,63,9,583848696,9
170,7.036,583848699,234,7.036,67,10,583848699,-5
171,7.02,583848701,235,7.02,58,11,583848701,11
172,7.012,583848703,236,7.012,78,12,583848703,-3
173,7.076,583848705,237,7.076,45,13,583848705,13
174,6.984,583848708,238,6.984,58,14,583848708,-1
175,7.11,583848710,238,7.11,46,15,583848710,15
176,5.882,583848731,246,5.882,14,0,583848731,-15
177,6.958,583848733,247,6.958,91,1,583848733,1
178,6.77,583848735,248,6.77,17,2,583848735,-13
179,6.964,583848738,249,6.964,59,3,583848738,3
180,7.108,583848740,249,7.108,53,4,583848740,-11
181,6.926,583848742,250,6.926,96,5,583848742,5
182,7.032,583848745,251,7.032,57,6,583848745,-9
183,6.938,583848747,252,6.938,63,7,583848747,7
184,6.984,583848749,253,6.984,47,8,583848749,-7
185,6.986,583848752,254,6.986,66,9,583848752,9
186,7.02,583848754,254,7.02,74,10,583848754,-5
187,7.004,583848756,255,7.004,67,11,583848756,11
188,6.966,583848758,256,6.966,34,12,583848758,-3
189,7.05,583848761,257,7.05,42,13,583848761,13
190,6.96,583848763,258,6.96,61,14,583848763,-1
191,7.09,583848765,258,7.09,46,15,583848765,15
192,5.896,583848786,266,5.896,14,0,583848786,-15
193,6.934,583848788,267,6.934,88,1,583848788,1
194,6.772,583848791,268,6.772,15,2,583848791,-13
195,6.926,583848793,268,6.926,51,3,583848793,3
196,7.072,583848795,269,7.072,68,4,583848795,-11
197,6.918,583848798,270,6.918,85,5,583848798,5
198,7.006,583848800,271,7.006,61,6,583848800,-9
199,6.91,583848802,272,6.91,68,7,583848802,7
200,6.942,583848804,273,6.942,45,8,583848804,-7
201,6.964,583848807,273,6.964,67,9,583848807,9
202,6.986,583848809,274,6.986,63,10,583848809,-5
203,6.962,583848811,275,6.962,66,11,583848811,11
204,6.94,583848814,276,6.94,50,12,583848814,-3
205,7.008,583848816,277,7.008,45,13,583848816,13
206,6.94,583848818,278,6.94,57,14,583848818,-1
207,7.07,583848821,278,7.07,48,15,583848821,15
208,5.894,583848841,286,5.894,14,0,583848841,-15
209,6.908,583848844,287,6.908,86,1,583848844,1
210,6.76,583848846,288,6.76,15,2,583848846,-13
211,6.9,583848848,289,6.9,59,3,583848848,3
212,7.048,583848851,289,7.048,68,4,583848851,-11
213,6.872,583848853,290,6.872,82,5,583848853,5
214,6.98,583848855,291,6.98,57,6,583848855,-9
215,6.874,583848857,292,6.874,66,7,583848857,7
216,6.922,583848860,293,6.922,41,8,583848860,-7
217,6.93,583848862,294,6.93,63,9,583848862,9
218,6.966,583848864,294,6.966,65,10,583848864,-5
219,6.946,583848867,295,6.946,65,11,583848867,11
220,6.928,583848869,296,6.928,78,12,583848869,-3
221,6.97,583848871,297,6.97,41,13,583848871,13
222,6.91,583848874,298,6.91,64,14,583848874,-1
223,7.046,583848876,299,7.046,48,15,583848876,15
224,5.888,583848897,305,5.888,14,0,583848897,-15
225,6.882,583848899,306,6.882,95,1,583848899,1
226,6.776,583848901,307,6.776,15,2,583848901,-13
227,6.88,583848904,307,6.88,61,3,583848904,3
228,7.01,583848906,308,7.01,64,4,583848906,-11
229,6.846,583848908,309,6.846,94,5,583848908,5
230,6.956,583848910,310,6.956,57,6,583848910,-9
231,6.864,583848913,311,6.864,66,7,583848913,7
232,6.886,583848915,312,6.886,39,8,583848915,-7
233,6.9,583848917,313,6.9,67,9,583848917,9
234,6.92,583848920,313,6.92,67,10,583848920,-5
235,6.918,583848922,314,6.918,63,11,583848922,11
236,6.9,583848924,315,6.9,66,12,583848924,-3
237,6.958,583848927,316,6.958,42,13,583848927,13
238,6.876,583848929,317,6.876,57,14,583848929,-1
239,7.01,583848931,317,7.01,45,15,583848931,15
240,5.878,583848952,325,5.878,14,0,583848952,-15
241,6.85,583848954,326,6.85,93,1,583848954,1
242,6.774,583848956,327,6.774,10,2,583848956,-13
243,6.858,583848959,327,6.858,63,3,583848959,3
244,6.986,583848961,328,6.986,64,4,583848961,-11
245,6.82,583848963,329,6.82,92,5,583848963,5
246,6.928,583848966,330,6.928,57,6,583848966,-9
247,6.838,583848968,331,6.838,66,7,583848968,7
248,6.876,583848970,332,6.876,42,8,583848970,-7
249,6.884,583848973,333,6.884,70,9,583848973,9
250,6.886,583848975,333,6.886,65,10,583848975,-5
251,6.9,583848977,334,6.9,67,11,583848977,11
252,6.888,583848980,335,6.888,66,12,583848980,-3
253,6.936,583848982,336,6.936,46,13,583848982,13
254,6.84,583848984,337,6.84,61,14,583848984,-1
255,6.982,583848986,337,6.982,45,15,583848986,15
256,5.878,583849007,345,5.878,11,0,583849007,-15
257,6.818,583849009,346,6.818,90,1,583849009,1
258,6.748,583849012,347,6.748,5,2,583849012,-13
259,6.832,583849014,348,6.832,55,3,583849014,3
260,6.958,583849016,348,6.958,64,4,583849016,-11
261,6.804,583849019,349,6.804,92,5,583849019,5
262,6.9,583849021,350,6.9,54,6,583849021,-9
263,6.806,583849023,351,6.806,71,7,583849023,7
264,6.856,583849026,352,6.856,56,8,583849026,-7
265,6.864,583849028,352,6.864,70,9,583849028,9
266,6.874,583849030,353,6.874,65,10,583849030,-5
267,6.854,583849033,354,6.854,67,11,583849033,11
268,6.842,583849035,355,6.842,81,12,583849035,-3
269,6.914,583849037,356,6.914,47,13,583849037,13
270,6.832,583849039,357,6.832,52,14,583849039,-1
271,6.962,583849042,358,6.962,46,15,583849042,15
272,5.88,583849062,365,5.88,11,0,583849062,-15
273,6.798,583849065,366,6.798,90,1,583849065,1
274,6.746,583849067,367,6.746,12,2,583849067,-13
275,6.8,583849069,367,6.8,55,3,583849069,3
276,6.934,583849072,368,6.934,66,4,583849072,-11
277,6.786,583849074,369,6.786,94,5,583849074,5
278,6.872,583849076,370,6.872,54,6,583849076,-9
279,6.786,583849079,371,6.786,70,7,583849079,7
280,6.824,583849081,372,6.824,50,8,583849081,-7
281,6.84,583849083,373,6.84,70,9,583849083,9
282,6.848,583849086,373,6.848,72,10,583849086,-5
283,6.832,583849088,374,6.832,71,11,583849088,11
284,6.81,583849090,375,6.81,78,12,583849090,-3
285,6.884,583849092,376,6.884,53,13,583849092,13
286,6.802,583849095,377,6.802,57,14,583849095,-1
287,6.946,583849097,378,6.946,46,15,583849097,15
288,5.89,583849118,385,5.89,14,0,583849118,-15
289,6.784,583849120,386,6.784,93,1,583849120,1
290,6.738,583849122,387,6.738,14,2,583849122,-13
291,6.76,583849125,387,6.76,51,3,583849125,3
292,6.902,583849127,388,6.902,68,4,583849127,-11
293,6.758,583849129,389,6.758,87,5,583849129,5
294,6.854,583849132,390,6.854,58,6,583849132,-9
295,6.758,583849134,391,6.758,64,7,583849134,7
296,6.792,583849136,392,6.792,51,8,583849136,-7
297,6.804,583849139,392,6.804,70,9,583849139,9
298,6.834,583849141,393,6.834,74,10,583849141,-5
299,6.814,583849143,394,6.814,67,11,583849143,11
300,6.782,583849145,395,6.782,75,12,583849145,-3
301,6.854,583849148,396,6.854,50,13,583849148,13
302,6.762,583849150,397,6.762,49,14,583849150,-1
303,6.922,583849152,398,6.922,49,15,583849152,15
304,5.878,583849173,405,5.878,16,0,583849173,-15
305,6.754,583849175,406,6.754,88,1,583849175,1
306,6.752,583849178,407,6.752,17,2,583849178,-13
307,6.732,583849180,407,6.732,50,3,583849180,3
308,6.874,583849182,408,6.874,64,4,583849182,-11
309,6.734,583849185,409,6.734,96,5,583849185,5
310,6.84,583849187,410,6.84,60,6,583849187,-9
311,6.74,583849189,411,6.74,66,7,583849189,7
312,6.766,583849192,412,6.766,49,8,583849192,-7
313,6.766,583849194,412,6.766,69,9,583849194,9
314,6.798,583849196,413,6.798,74,10,583849196,-5
315,6.796,583849198,414,6.796,65,11,583849198,11
316,6.764,583849201,415,6.764,84,12,583849201,-3
317,6.832,583849203,416,6.832,51,13,583849203,13
318,6.734,583849205,417,6.734,52,14,583849205,-1
319,6.882,583849208,418,6.882,48,15,583849208,15
320,5.86,583849228,423,5.86,19,0,583849228,-15
321,6.732,583849231,424,6.732,95,1,583849231,1
322,6.754,583849233,425,6.754,17,2,583849233,-13
323,6.716,583849235,425,6.716,52,3,583849235,3
324,6.846,583849238,426,6.846,61,4,583849238,-11
325,6.702,583849240,427,6.702,87,5,583849240,5
326,6.784,583849242,428,6.784,54,6,583849242,-9
327,6.714,583849244,429,6.714,67,7,583849244,7
328,6.738,583849247,430,6.738,43,8,583849247,-7
329,6.754,583849249,430,6.754,69,9,583849249,9
330,6.77,583849251,431,6.77,74,10,583849251,-5
331,6.774,583849254,432,6.774,65,11,583849254,11
332,6.746,583849256,433,6.746,75,12,583849256,-3
333,6.812,583849258,434,6.812,55,13,583849258,13
334,6.722,583849261,435,6.722,52,14,583849261,-1
335,6.854,583849263,435,6.854,49,15,583849263,15
336,5.856,583849284,443,5.856,19,0,583849284,-15
337,6.69,583849286,444,6.69,91,1,583849286,1
338,6.75,583849288,445,6.75,17,2,583849288,-13
339,6.708,583849291,445,6.708,52,3,583849291,3
340,6.83,583849293,446,6.83,64,4,583849293,-11
341,6.678,583849295,447,6.678,77,5,583849295,5
342,6.76,583849297,448,6.76,56,6,583849297,-9
343,6.688,583849300,449,6.688,70,7,583849300,7
344,6.718,583849302,450,6.718,49,8,583849302,-7
345,6.722,583849304,450,6.722,69,9,583849304,9
346,6.752,583849307,451,6.752,69,10,583849307,-5
347,6.734,583849309,452,6.734,61,11,583849309,11
348,6.706,583849311,453,6.706,69,12,583849311,-3
349,6.788,583849314,454,6.788,45,13,583849314,13
350,6.706,583849316,455,6.706,54,14,583849316,-1
351,6.828,583849318,456,6.828,42,15,583849318,15
352,5.86,583849339,464,5.86,19,0,583849339,-15
353,6.67,583849341,465,6.67,84,1,583849341,1
354,6.732,583849344,466,6.732,17,2,583849344,-13
355,6.68,583849346,466,6.68,52,3,583849346,3
356,6.806,583849348,467,6.806,66,4,583849348,-11
357,6.662,583849350,468,6.662,93,5,583849350,5
358,6.744,583849353,469,6.744,45,6,583849353,-9
359,6.656,583849355,470,6.656,70,7,583849355,7
360,6.688,583849357,471,6.688,47,8,583849357,-7
361,6.706,583849360,471,6.706,69,9,583849360,9
362,6.73,583849362,472,6.73,65,10,583849362,-5
363,6.718,583849364,473,6.718,65,11,583849364,11
364,6.682,583849367,474,6.682,69,12,583849367,-3
365,6.752,583849369,475,6.752,45,13,583849369,13
366,6.686,583849371,476,6.686,58,14,583849371,-1
367,6.812,583849374,476,6.812,43,15,583849374,15
368,5.868,583849394,484,5.868,19,0,583849394,-15
369,6.638,583849397,485,6.638,84,1,583849397,1
370,6.738,583849399,486,6.738,19,2,583849399,-13
371,6.648,583849401,486,6.648,58,3,583849401,3
372,6.786,583849403,487,6.786,72,4,583849403,-11
373,6.642,583849406,488,6.642,93,5,583849406,5
374,6.722,583849408,489,6.722,63,6,583849408,-9
375,6.634,583849410,490,6.634,68,7,583849410,7
376,6.66,583849413,491,6.66,55,8,583849413,-7
377,6.68,583849415,492,6.68,73,9,583849415,9
378,6.718,583849417,492,6.718,65,10,583849417,-5
379,6.702,583849420,493,6.702,65,11,583849420,11
380,6.668,583849422,494,6.668,71,12,583849422,-3
381,6.726,583849424,495,6.726,50,13,583849424,13
382,6.646,583849427,496,6.646,54,14,583849427,-1
383,6.79,583849429,497,6.79,45,15,583849429,15
384,5.86,583849450,504,5.86,19,0,583849450,-15
385,6.62,583849452,505,6.62,91,1,583849452,1
386,6.738,583849454,506,6.738,19,2,583849454,-13
387,6.622,583849456,506,6.622,54,3,583849456,3
388,6.738,583849459,507,6.738,66,4,583849459,-11
389,6.61,583849461,508,6.61,91,5,583849461,5
390,6.696,583849463,509,6.696,63,6,583849463,-9
391,6.614,583849466,510,6.614,68,7,583849466,7
392,6.648,583849468,511,6.648,59,8,583849468,-7
393,6.656,583849470,511,6.656,78,9,583849470,9
394,6.676,583849473,512,6.676,49,10,583849473,-5
395,6.678,583849475,513,6.678,63,11,583849475,11
396,6.644,583849477,514,6.644,71,12,583849477,-3
397,6.71,583849480,515,6.71,47,13,583849480,13
398,6.618,583849482,516,6.618,49,14,583849482,-1
399,6.758,583849484,516,6.758,48,15,583849484,15
400,5.852,583849505,524,5.852,19,0,583849505,-15
401,6.6,583849507,525,6.6,90,1,583849507,1
402,6.734,583849509,526,6.734,17,2,583849509,-13
403,6.608,583849512,526,6.608,58,3,583849512,3
404,6.722,583849514,527,6.722,63,4,583849514,-11
405,6.582,583849516,528,6.582,93,5,583849516,5
406,6.684,583849519,529,6.684,60,6,583849519,-9
407,6.594,583849521,530,6.594,70,7,583849521,7
408,6.612,583849523,531,6.612,52,8,583849523,-7
409,6.626,583849526,532,6.626,69,9,583849526,9
410,6.646,583849528,532,6.646,60,10,583849528,-5
411,6.658,583849530,533,6.658,71,11,583849530,11
412,6.626,583849532,534,6.626,80,12,583849532,-3
413,6.694,583849535,535,6.694,50,13,583849535,13
414,6.606,583849537,536,6.606,49,14,583849537,-1
415,6.734,583849539,537,6.734,49,15,583849539,15
416,5.86,583849560,543,5.86,19,0,583849560,-15
417,6.57,583849562,544,6.57,84,1,583849562,1
418,6.718,583849565,545,6.718,17,2,583849565,-13
419,6.58,583849567,546,6.58,52,3,583849567,3
420,6.702,583849569,546,6.702,64,4,583849569,-11
421,6.558,583849572,547,6.558,100,5,583849572,5
422,6.652,583849574,548,6.652,59,6,583849574,-9
423,6.562,583849576,549,6.562,67,7,583849576,7
424,6.61,583849579,550,6.61,45,8,583849579,-7
425,6.612,583849581,550,6.612,67,9,583849581,9
426,6.618,583849583,551,6.618,54,10,583849583,-5
427,6.612,583849585,552,6.612,61,11,583849585,11
428,6.602,583849588,553,6.602,80,12,583849588,-3
429,6.668,583849590,554,6.668,45,13,583849590,13
430,6.578,583849592,555,6.578,52,14,583849592,-1
431,6.702,583849595,555,6.702,48,15,583849595,15
432,5.848,583849615,563,5.848,19,0,583849615,-15
433,6.544,583849618,564,6.544,91,1,583849618,1
434,6.708,583849620,565,6.708,15,2,583849620,-13
435,6.55,583849622,566,6.55,54,3,583849622,3
436,6.686,583849625,566,6.686,66,4,583849625,-11
437,6.544,583849627,567,6.544,99,5,583849627,5
438,6.632,583849629,568,6.632,51,6,583849629,-9
439,6.534,583849632,569,6.534,67,7,583849632,7
440,6.572,583849634,570,6.572,55,8,583849634,-7
441,6.594,583849636,571,6.594,69,9,583849636,9
442,6.598,583849638,571,6.598,54,10,583849638,-5
443,6.596,583849641,572,6.596,62,11,583849641,11
444,6.57,583849643,573,6.57,77,12,583849643,-3
445,6.64,583849645,574,6.64,45,13,583849645,13
446,6.562,583849648,575,6.562,42,14,583849648,-1
447,6.682,583849650,576,6.682,49,15,583849650,15
448,5.866,583849671,584,5.866,19,0,583849671,-15
449,6.534,583849673,585,6.534,97,1,583849673,1
450,6.716,583849675,586,6.716,15,2,583849675,-13
451,6.524,583849678,587,6.524,48,3,583849678,3
452,6.664,583849680,587,6.664,81,4,583849680,-11
453,6.52,583849682,588,6.52,90,5,583849682,5
454,6.612,583849685,589,6.612,51,6,583849685,-9
455,6.522,583849687,590,6.522,68,7,583849687,7
456,6.55,583849689,591,6.55,63,8,583849689,-7
457,6.56,583849691,591,6.56,67,9,583849691,9
458,6.588,583849694,592,6.588,54,10,583849694,-5
459,6.576,583849696,593,6.576,60,11,583849696,11
460,6.554,583849698,594,6.554,74,12,583849698,-3
461,6.608,583849701,595,6.608,46,13,583849701,13
462,6.53,583849703,596,6.53,54,14,583849703,-1
463,6.67,583849705,596,6.67,49,15,583849705,15
464,5.852,583849726,604,5.852,19,0,583849726,-15
465,6.51,583849728,605,6.51,84,1,583849728,1
466,6.708,583849731,606,6.708,21,2,583849731,-13
467,6.504,583849733,607,6.504,52,3,583849733,3
468,6.63,583849735,607,6.63,79,4,583849735,-11
469,6.49,583849738,608,6.49,95,5,583849738,5
470,6.584,583849740,609,6.584,48,6,583849740,-9
471,6.494,583849742,610,6.494,68,7,583849742,7
472,6.526,583849744,611,6.526,56,8,583849744,-7
473,6.53,583849747,612,6.53,63,9,583849747,9
474,6.556,583849749,612,6.556,49,10,583849749,-5
475,6.558,583849751,613,6.558,57,11,583849751,11
476,6.526,583849754,614,6.526,68,12,583849754,-3
477,6.59,583849756,615,6.59,41,13,583849756,13
478,6.502,583849758,616,6.502,54,14,583849758,-1
479,6.64,583849761,617,6.64,42,15,583849761,15
480,5.848,583849781,623,5.848,19,0,583849781,-15
481,6.488,583849784,624,6.488,94,1,583849784,1
482,6.694,583849786,625,6.694,24,2,583849786,-13
483,6.488,583849788,626,6.488,52,3,583849788,3
484,6.61,583849791,626,6.61,70,4,583849791,-11
485,6.462,583849793,627,6.462,93,5,583849793,5
486,6.552,583849795,628,6.552,53,6,583849795,-9
487,6.488,583849797,629,6.488,70,7,583849797,7
488,6.506,583849800,630,6.506,52,8,583849800,-7
489,6.516,583849802,630,6.516,67,9,583849802,9
490,6.52,583849804,631,6.52,47,10,583849804,-5
491,6.534,583849807,632,6.534,57,11,583849807,11
492,6.516,583849809,633,6.516,77,12,583849809,-3
493,6.57,583849811,634,6.57,41,13,583849811,13
494,6.49,583849814,635,6.49,52,14,583849814,-1
495,6.616,583849816,635,6.616,39,15,583849816,15
496,5.83,583849837,643,5.83,16,0,583849837,-15
497,6.456,583849839,644,6.456,96,1,583849839,1
498,6.658,583849841,645,6.658,46,2,583849841,-13
499,6.466,583849844,646,6.466,50,3,583849844,3
500,6.59,583849846,646,6.59,75,4,583849846,-11
501,6.448,583849848,647,6.448,90,5,583849848,5
502,6.536,583849850,648,6.536,44,6,583849850,-9
503,6.452,583849853,649,6.452,70,7,583849853,7
504,6.492,583849855,650,6.492,59,8,583849855,-7
505,6.502,583849857,650,6.502,69,9,583849857,9
506,6.51,583849860,651,6.51,60,10,583849860,-5
507,6.504,583849862,652,6.504,62,11,583849862,11
508,6.48,583849864,653,6.48,68,12,583849864,-3
509,6.552,583849867,654,6.552,45,13,583849867,13
510,6.47,583849869,655,6.47,52,14,583849869,-1
511,6.6,583849871,655,6.6,40,15,583849871,15
512,5.846,583849892,662,5.846,19,0,583849892,-15
513,6.438,583849894,663,6.438,92,1,583849894,1
514,6.628,583849897,664,6.628,45,2,583849897,-13
515,6.438,583849899,664,6.438,50,3,583849899,3
516,6.58,583849901,665,6.58,81,4,583849901,-11
517,6.432,583849903,666,6.432,97,5,583849903,5
518,6.512,583849906,667,6.512,46,6,583849906,-9
519,6.432,583849908,668,6.432,74,7,583849908,7
520,6.466,583849910,669,6.466,69,8,583849910,-7
521,6.482,583849913,669,6.482,75,9,583849913,9
522,6.486,583849915,670,6.486,60,10,583849915,-5
523,6.48,583849917,671,6.48,62,11,583849917,11
524,6.458,583849920,672,6.458,74,12,583849920,-3
525,6.522,583849922,673,6.522,47,13,583849922,13
